1,10,4159,,,,
2,11,2640,,,,
3,1,2527,,,,
4,29,5394,,,,
6,30,4159,,,,
7,19,4159,,,,
8,20,1527,,,,
9,37,2640,,,,
10,38,5193,,,,
11,39,1527,,,,
12,12,3479,,,,
13,12,5122,,,,
14,13,5494,,,,
15,14,935,,,,
16,2,2688,,,,
17,3,3882,,,,
18,31,4246,,,,
19,32,3882,,,,
20,21,3479,,,,
21,21,5122,,,,
22,22,980,,,,
23,23,935,,,,
24,40,5225,,,,
25,41,5494,,,,
26,4,3344,,,,
27,5,3344,,,,
28,33,3344,,,,
29,42,3344,,,,
30,15,3344,,,,
31,15,3519,,,,
32,16,3344,,,,
33,6,3344,,,,
34,34,3344,,,,
35,24,3344,,,,
36,24,3519,,,,
37,25,3344,,,,
38,43,3344,,,,
39,17,2792,,,,
40,18,2327,,,,
41,7,2792,,,,
42,8,549,,,,
43,8,2327,,,,
44,9,2327,,,,
45,35,3715,,,,
46,36,4888,,,,
47,26,549,,,,
48,26,2327,,,,
49,26,4059,,,,
50,27,2688,,,,
51,28,2327,,,,
52,44,3715,,,,
53,45,2327,,,,
54,46,2327,,,,
