1 |100|100|100|100|100|80|80|80|80|100|100|100|100|1|['2'] |'Excelente exposición por parte del instructor un buen software' ||['3'] |||1
2 |100|100|100|100|100|95|100|100|95|100|100|100|100|1|['2'] |'La aplicabilidad del software' |Asignar más tiempo para ejercicios |['3'] |'17:00 a 20:00' |'10:00 a 14:00 y 17:00 a 20:00' |2
3 |100|100|100|100|100|95|95|95|100|100|100|100|100|1|['3'] |'Las aplicaciones que tiene para un desempeño laboral' ||['3'] ||'10:00 a 13:00' |3
4 |100|100|100|100|100|100|95|100|100|100|100|100|100|1|['2'] |'Conocer y familiarizarme con esta herramienta (Mendley) que será de gran utilidad en mis actividades académicas' |Seguir impartiendo este curso para que más académicos lo conozcan y lo aprovechen |[] |||4
5 |100|100|100|100|100|100|95|95|100|100|100|100|100|1|['2'] |'La utilidad práctica' |Repetir el curso |[] |||5
6 |95|100|100|95|100|95|95|95|95|95|100|95|95|1|['3'] |'La aplicación que tiene el curso en mis actividades y la claridad de la exposición' ||[] |'16:00 a 20:00' |'Cualquiera' |6
7 |100|100|95|100|100|100|95|95|95|100|95|100|100|1|['2'] |'Todas las clases fueron muy bien explicadas por el expositor' |Repetir el curso para otros profesores |['3'] |'17:00 a 20:00' |'09:00 a 13:00' |7
8 |100|100|100|100|100|95|95|95|95|100|100|100|100|1|['2'] |'Aplicación' ||['2'] |||8
9 |100|100|100|100|100|80|100|100|100|100|100|100|100|1|['3'] |'La utilidad de los recursos electrónicos' ||['3'] |'12:00 a 16:00' |'08:00 a 13:00' |9
10 |100|100|100|100|100|95|95|95|100|100|100|100|100|1|['2'] |'Como utilizar el software y las posibilidades que tiene en nuestro trabajo académico' |Complementarlo con otros cursos para enriquecer el contenido |['1', '2', '3'] |'09:00 a 15:00 y 17:00 a 19:00' |'09:00 a 15:00' |10
11 |100|100|100|100|100|80|80|95|100|100|100|100|100|1|['4'] |'Aprender a usar el software' |Dar cada intersemestre el curso |['2', '3'] |'16:00 a 18:00' |'09:00 a 13:00' |11
12 |100|100|100|100|100|95|80|95|100|95|100|100|100|1|['2'] |'La interacción entre los participantes y la calidad del expositor' |Realizar algunos ejercicios más |[] |||12
13 |100|100|100|100|100|60|80|100|100|||||1|['2'] |'La capacidad docente del instructor' ||[] |||13
14 |100|100|100|100|100|95|80|100|100|||||1|['1'] |'Todos los alcances que obtengo con el uso del software' ||['3'] |'10:00 a 14:00' ||14
15 |100|100|100|100|100|95|95|95|95|100|100|100|100|1|['2'] |'Los expositores la paciencia fue esencial para el desarrollo del curso' |Mejorar los equipos son extremadamente lentos |['3'] |||15
16 |100|95|95|95|95|95|95|95|95|100|100|60|95|1|['2'] |'Las herramientas on buenas para mi clase' |Mejorar las PC |['3'] |||16
17 |100|100|95|100|95|100|80|95|100|95|100|95|80|1|['4'] |'GoogleDrive y Dropbox' |Ampliar la banda de Internet ya que hubo problemas sucesivos |[] |||17
18 |95|95|100|100|100|80|80|80|80|100|100|60|100|1|['2'] |'El contenido del curso y los ejemplos realizados en las diferentes sesiones' |Actualizar equipos de cómputo rara vez funcionan con la rapidez necesaria al ritmo de la clase |['2', '3'] |'Vespertino' |'Cualquiera' |18
19 |95|95|95||95|95|95|95|95|100|100|100|100|1|['2'] |'El enlace entre Dropbox y Facebook' |Las computadoras son muy lentas al igual que la conexión |['1', '2', '3'] |||19
20 |95|80|95|100|100|100|100|100|95|100|100|80|100|1|['1', '2'] |'Todos los temas me parecen muy interesantes y se pueden emplear en la práctica docente' |Considero que es muy corto el tiempo asignado al curso para los académicos que nos interesan los cursos opino que se vea la posibilidad de impartir cursos más detallados de cada red social con más ejemplos y práctica; He tomado cursos de cómputo y el problema que ha prevalecido desde hace mucho tiempo es que el equipo ya tiene mucho tiempo siendo obsoleto y no se han tomado las medidas para corregir este punto. Sería conveniente que a quien le corresponda esta actividad solicite a las autoridades de la facultad la adquisición de equipo de cómputo para seguir siendo una de las mejores facultades de nuestro país |['1', '2', '3'] |'Lu, mi y vi cualquiera' |'Cualquiera' |20
21 |100|95|95|100|95|95|95|100|95|100|100|95|100|1|['2'] |'Algunas aplicaciones de las redes sociales además aplicarlas en mi práctica docente' |Favor de actualizar las máquinas ya que son muy lentas |['3'] |'Vespertino' |'Matutino' |21
22 |100|95|100|100|100|95|95|100|100|100|100|60|100|1|['2'] |'Conocer las redes sociales' |Cambiar el equipo de cómputo puesto que siempre estaba lento el sistema |[] |||22
23 |100|100|95|100|95|100|100|100|95|100|100|100|100|1|['2'] |'La aplicación de los temas y el trato de los expositores con los asistentes' |Realizar cursos específicamente de cada red social (Facebook twitter etc.) para una mejor profundización |['1', '2', '3'] |||23
24 |100|100|100|100|100|80|80|95|95|95|95|95|95|1|['4'] |'Los fundamentos de programación' |La actualización de los equipos están muy lentos |['1', '2', '3'] |'Vespertino' |'Matutino' |24
25 |100|100|100|100|100|80|95|100|95|100|100|100|100|1|['4'] |'La práctica constante de ejercicios de forma razonada y al nivel de sintaxis' ||['3'] |'Sa' |'09:00 a 13:00 o 10:00 a 14:00' |25
26 |95|95|95|95|95|95|95|95|95|80|80|80|80|1|['1'] |'La práctica' |Impartir un curso de Access en intersemestre y no en día sábado |['2', '3'] |'07:00 a 12:00 y 13:30 a 16:30' |'07:00 a 16:30' |26
27 |100|95|100|100|95|95|95|100|95|100|100|100|100|1|['2'] |'La actitud y disponibilidad del profesor para que todos aprendiéramos' |Que las computadoras tengan instaladas los programas completos que se van a usar |[] |||27
28 |100|100|100|100|100|95|100|100|100|100|100|100|100|1|['1', '2'] |'El tema el expositor las funciones contadores y tipos de estructuras' |Proporcionar material que tenga un área para realizar apuntes proporcionar los programas de aplicación y del curso en un CD tener el software en las computadoras sin que tenga ningún problema atención cuando salimos a descanso y poner pila al control |['1', '2', '3'] |'Sa 08:00 a 14:00, 14:00 a 16:00' |'08:00 a 14:00 y 16:00 a 20:00' |28
29 |95|100|100|100|100|95|100|100|100|100|100|100|100|1|['2'] |'La aplicación de lo que vimos en nuestra labor como docentes; Todas las herramientas fueron muy útiles' |Más horas para poder practicar más sobre las herramientas; Abrir más cursos sobre la misma temática pero con diferentes niveles |['3'] |'Ma y ju de 14:30 a 19:00' ||29
30 |100|100|100|100|100|100|100|100|100|95|100|80|100|1|['2'] |'Que en su mayoría haya sido práctico por lo que fácilmente pude usar lo visto' |Abarcar menos ya que son demasiados temas en muy poco tiempo |['3'] |'08:00 a 10:00' |'Matutino' |30
31 |100|100|100|100|100|95|100|100|100|100|100|95|100|1|['2'] |'Todo muy bien' ||[] |||31
32 |100|100|100|100|100|100|100|100|100|100|100|100|100|1|[] |'El conocer todas las herramientas que puedo utilizar con mis alumnos para tener una mayor comunicación' ||['3'] |'16:00 a 20:00' |'09:00 a 18:00' |32
33 |100|95|100|100|95|100|100|100|95|100|100|100|100|1|['1', '2'] |'Me inicié en el manejo de elementos que no conocía pero para mí resultó mucha información en poco tiempo' |Podría programarse cursos para académicos con nulo o poco conocimiento de redes sociales para que no se atrasen los que ya las conocen de esta manera los que tenemos poco conocimiento podemos ir al parejo y además de tener más tiempo para hacer más ejercicios desde lo más fácil hasta lo más complejo de esta manera aunque se aplique una sola herramienta se haga de una manera más funcional; Muy bien las explicaciones acerca del pizarrón electrónico |['1', '2', '3'] |'Lu mi y vi; Ma y ju vespertino' |'Cualquiera' |33
